Colaborador,Data,Horas totais (decimal),Hora extra,Hora sobreaviso,Código PEP,PEP
Rodrigo Andrade,02/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,03/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,04/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,05/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,06/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,09/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,10/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,11/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,12/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,13/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,16/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,17/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,18/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,19/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,20/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,23/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,24/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,25/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,26/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,27/02/2026,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,02/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,03/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,04/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,05/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,06/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,09/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,10/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,11/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,12/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,13/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,16/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,17/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,18/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,19/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,20/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,23/02/2026,3.0,,,60IT-INF-01,Plataforma Core Enterprise
