Colaborador,Data,Horas totais (decimal),Hora extra,Hora sobreaviso,Código PEP,PEP
Rodrigo Andrade,01/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,02/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,03/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,06/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,07/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,08/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,09/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,10/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,13/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,14/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,15/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,16/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,17/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,20/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,21/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,22/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,23/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,24/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,27/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,28/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,01/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,02/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,03/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,06/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,07/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,08/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,09/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,10/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,13/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,14/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,15/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,16/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,17/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,20/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,21/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,22/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,23/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,24/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,27/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,28/02/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,01/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,02/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,03/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,06/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,07/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,08/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,09/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,10/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,13/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,14/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,15/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,16/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,17/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,20/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,21/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,22/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,23/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,24/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,27/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,28/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,01/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,02/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,03/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,06/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,07/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,08/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,09/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,10/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,13/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,14/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,15/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,16/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,17/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,20/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,21/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,22/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,23/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,24/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,27/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Lucas Pereira,28/02/2023,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Leticia Moreira,01/02/2023,3.0,,,60IT-INF-01,Plataforma Core Enterprise
