Colaborador,Data,Horas totais (decimal),Hora extra,Hora sobreaviso,Código PEP,PEP
Rodrigo Andrade,01/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,02/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,03/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,04/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,05/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,08/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,09/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,10/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,11/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,12/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,15/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,16/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,17/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,18/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,19/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,22/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,23/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,24/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,25/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,26/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,29/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,30/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,01/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,02/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,03/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,04/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,05/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,08/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,09/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,10/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,11/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,12/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,15/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,16/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,17/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,18/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,19/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,22/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,23/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,24/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,25/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,26/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,29/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,30/04/2024,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,01/04/2024,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,02/04/2024,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,03/04/2024,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,04/04/2024,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,05/04/2024,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Ana Ferreira,08/04/2024,4.0,,,60IT-INF-01,Plataforma Core Enterprise
