Colaborador,Data,Horas totais (decimal),Hora extra,Hora sobreaviso,Código PEP,PEP
Rodrigo Andrade,01/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,02/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,05/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,06/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,07/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,08/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,09/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,12/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,13/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,14/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,15/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,16/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,19/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,20/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,21/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,22/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,23/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,26/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,27/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,28/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,29/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,30/09/2022,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,01/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,02/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,05/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,06/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,07/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,08/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,09/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,12/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,13/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,14/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,15/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,16/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,19/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,20/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,21/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,22/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,23/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,26/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,27/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,28/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,29/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
Marcos Tavares,30/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
João Silva,01/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
João Silva,02/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
João Silva,05/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
João Silva,06/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
João Silva,07/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
João Silva,08/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
João Silva,09/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
João Silva,12/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
João Silva,13/09/2022,4.0,,,60IT-INF-01,Plataforma Core Enterprise
