Colaborador,Data,Horas totais (decimal),Hora extra,Hora sobreaviso,Código PEP,PEP
Rodrigo Andrade,01/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,02/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,03/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,06/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,07/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,08/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,09/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,10/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,13/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,14/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,15/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,16/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,17/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,20/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,21/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,22/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,23/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,24/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,27/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,28/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
Rodrigo Andrade,29/03/2023,5.0,,,60IT-INF-01,Plataforma Core Enterprise
