Colaborador,Data,Horas totais (decimal),Hora extra,Hora sobreaviso,Código PEP,PEP
João Silva,01/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,02/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,05/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,06/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,07/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,08/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,09/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,12/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,13/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,14/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,15/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,16/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,19/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,20/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,21/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,22/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,23/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,26/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,27/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,28/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,29/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,30/01/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,02/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,03/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,04/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,05/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,06/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,09/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,10/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,11/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,12/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,13/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,16/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,17/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,18/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,19/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,20/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,23/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,24/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,25/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,26/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,27/02/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,02/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,03/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,04/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,05/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,06/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,09/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,10/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,11/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,12/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,13/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,16/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,17/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,18/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,19/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,20/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,23/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,24/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,25/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,26/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,27/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,30/03/2026,7.0,,,PRJ-008,Portal do Cliente
João Silva,31/03/2026,7.0,,,PRJ-008,Portal do Cliente
Carlos Oliveira,01/01/2026,6.0,,,PRJ-008,Portal do Cliente
Carlos Oliveira,02/01/2026,6.0,,,PRJ-008,Portal do Cliente
Carlos Oliveira,05/01/2026,6.0,,,PRJ-008,Portal do Cliente
Carlos Oliveira,06/01/2026,6.0,,,PRJ-008,Portal do Cliente
Carlos Oliveira,07/01/2026,6.0,,,PRJ-008,Portal do Cliente
Carlos Oliveira,08/01/2026,6.0,,,PRJ-008,Portal do Cliente
