Colaborador,Data,Horas totais (decimal),Hora extra,Hora sobreaviso,Código PEP,PEP
João Silva,01/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,02/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,03/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,06/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,07/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,08/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,09/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,10/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,13/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,14/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,15/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,16/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,17/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,20/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,21/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,22/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,23/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,24/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,27/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,28/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,29/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,30/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,31/01/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,03/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,04/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,05/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,06/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,07/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,10/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,11/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,12/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,13/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,14/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,17/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,18/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,19/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,20/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,21/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,24/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,25/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,26/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,27/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,28/02/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,03/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,04/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,05/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,06/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,07/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,10/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,11/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,12/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,13/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,14/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,17/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,18/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,19/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,20/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,21/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,24/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,25/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,26/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,27/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,28/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
João Silva,31/03/2025,7.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,01/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,02/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,03/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,06/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,07/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,08/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,09/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,10/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,13/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,14/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,15/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,16/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,17/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,20/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,21/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,22/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,23/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,24/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,27/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,28/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,29/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,30/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,31/01/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,03/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,04/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,05/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,06/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,07/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,10/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,11/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,12/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,13/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,14/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,17/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,18/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,19/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,20/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,21/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,24/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,25/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,26/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,27/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,28/02/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,03/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,04/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,05/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,06/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,07/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,10/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,11/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,12/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,13/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,14/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,17/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,18/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,19/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,20/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,21/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,24/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,25/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,26/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,27/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,28/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Fernanda Lima,31/03/2025,6.0,,,60IT-006-01,Auditoria de Segurança
Roberto Costa,01/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,02/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,03/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,06/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,07/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,08/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,09/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,10/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,13/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,14/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,15/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,16/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,17/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,20/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,21/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,22/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,23/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,24/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,27/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,28/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,29/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,30/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,31/01/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,03/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,04/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,05/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,06/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,07/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,10/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,11/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,12/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,13/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,14/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,17/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,18/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,19/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,20/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,21/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,24/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,25/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,26/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,27/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,28/02/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,03/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,04/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,05/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,06/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,07/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,10/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,11/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,12/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,13/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,14/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,17/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,18/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,19/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,20/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,21/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,24/03/2025,6.0,,,60IT-003-01,Migração Cloud
Roberto Costa,25/03/2025,6.0,,,60IT-003-01,Migração Cloud
