Colaborador,Data,Horas totais (decimal),Hora extra,Hora sobreaviso,Código PEP,PEP
João Silva,01/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,02/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,03/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,04/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,07/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,08/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,09/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,10/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,11/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,14/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,15/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,16/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,17/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,18/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,21/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,22/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,23/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,24/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,25/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,28/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,29/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,30/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,31/07/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,01/08/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,04/08/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,05/08/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,06/08/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,07/08/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,08/08/2025,7.0,,,PRJ-007,Hub de Integrações API
