Colaborador,Data,Horas totais (decimal),Hora extra,Hora sobreaviso,Código PEP,PEP
João Silva,01/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,02/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,03/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,04/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,07/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,08/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,09/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,10/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,11/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,14/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,15/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,16/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,17/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,18/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,21/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,22/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,23/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,24/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,25/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,28/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,29/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,30/04/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,01/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,02/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,05/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,06/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,07/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,08/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,09/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,12/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,13/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,14/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,15/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,16/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,19/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,20/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,21/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,22/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,23/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,26/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,27/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,28/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,29/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,30/05/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,02/06/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,03/06/2025,7.0,,,PRJ-007,Hub de Integrações API
João Silva,04/06/2025,7.0,,,PRJ-007,Hub de Integrações API
