Colaborador,Data,Horas totais (decimal),Hora extra,Hora sobreaviso,Código PEP,PEP
Ana Lima,06/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,07/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,08/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,09/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,10/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,06/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,07/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,08/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,09/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,10/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,06/10/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Carla Dias,07/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,08/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,09/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,10/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,06/10/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Diego Santos,07/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,08/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,09/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,10/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,13/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,14/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,15/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,16/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,17/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,13/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,14/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,15/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,16/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,17/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,13/10/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Carla Dias,14/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,15/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,16/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,17/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,13/10/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Diego Santos,14/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,15/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,16/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,17/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,20/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,21/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,22/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,23/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,24/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,20/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,21/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,22/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,23/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,24/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,20/10/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Carla Dias,21/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,22/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,23/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,24/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,20/10/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Diego Santos,21/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,22/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,23/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,24/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,27/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,28/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,29/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,30/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,31/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,27/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,28/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,29/10/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,30/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,31/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,27/10/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Carla Dias,28/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,29/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,30/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,31/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,27/10/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Diego Santos,28/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,29/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,30/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,31/10/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,03/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,04/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,05/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,06/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,07/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,03/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,04/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,05/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,06/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,07/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,03/11/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Carla Dias,04/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,05/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,06/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,07/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,03/11/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Diego Santos,04/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,05/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,06/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,07/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,10/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,11/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,12/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,13/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,14/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,10/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,11/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,12/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,13/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,14/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,10/11/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Carla Dias,11/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,12/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,13/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,14/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,10/11/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Diego Santos,11/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,12/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,13/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,14/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,17/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,18/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,19/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,20/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,21/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,17/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,18/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,19/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,20/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Bruno Costa,21/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,17/11/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Carla Dias,18/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,19/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,20/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Carla Dias,21/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,17/11/2025,4.0,Não,Sim,P-INF-002,Modernização de Infraestrutura
Diego Santos,18/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,19/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,20/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Diego Santos,21/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
Ana Lima,24/11/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,25/11/2025,8.0,Não,Não,P-BI-004,Inteligência de Negócio
