Colaborador,Data,Horas totais (decimal),Hora extra,Hora sobreaviso,Código PEP,PEP
Ana Lima,06/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,08/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,10/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,07/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Ana Lima,09/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Bruno Costa,06/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,08/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,10/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,07/01/2025,8.0,Não,Não,P-RH-003,Portal do Colaborador
Bruno Costa,09/01/2025,8.0,Não,Não,P-RH-003,Portal do Colaborador
Carla Dias,06/01/2025,8.0,Não,Não,P-RH-003,Portal do Colaborador
Carla Dias,07/01/2025,8.0,Não,Não,P-RH-003,Portal do Colaborador
Carla Dias,08/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Carla Dias,09/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Carla Dias,10/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Diego Santos,06/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Diego Santos,08/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Diego Santos,10/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Diego Santos,07/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Diego Santos,09/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Ana Lima,13/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,15/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,17/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,14/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Ana Lima,16/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Bruno Costa,13/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,15/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,17/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Bruno Costa,14/01/2025,8.0,Não,Não,P-RH-003,Portal do Colaborador
Bruno Costa,16/01/2025,8.0,Não,Não,P-RH-003,Portal do Colaborador
Carla Dias,13/01/2025,8.0,Não,Não,P-RH-003,Portal do Colaborador
Carla Dias,14/01/2025,8.0,Não,Não,P-RH-003,Portal do Colaborador
Carla Dias,15/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Carla Dias,16/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Carla Dias,17/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Diego Santos,13/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Diego Santos,15/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Diego Santos,17/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Diego Santos,14/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Diego Santos,16/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Ana Lima,20/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,22/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,24/01/2025,8.0,Não,Não,P-CRM-001,Sistema de Gestão de Clientes
Ana Lima,21/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
Ana Lima,23/01/2025,8.0,Não,Não,P-INF-002,Modernização de Infraestrutura
